cycle,IR,QC,QD,Tavg,Tmin,Tmax,chargetime
36.0,0.016302802,1.0850325,1.0853621,29.769599094883723,29.150154,30.417372,12.007806666666877
37.0,0.016295822,1.0850281,1.0854149,29.77380036630034,29.18721,30.475798,12.092339999999968
38.0,0.016312148,1.0850362,1.0854114,29.76587778196871,29.182661,30.533024,12.007673333333514
39.0,0.016318515,1.0849992,1.0853826,29.83542030670345,29.351311,30.598173,12.007976666666703
40.0,0.016324254,1.0850911,1.0854635,29.84291251412948,29.299414,30.432913,12.008326666666836
41.0,0.016328668,1.085142,1.0854844,29.77472888971963,29.373257,30.476433,12.092128333333433
42.0,0.016339812,1.0851185,1.0855337,29.753553673617425,29.304504,30.585636,12.092286666666526
43.0,0.016299171,1.0851862,1.0855618,29.8348926781717,29.337318,30.508619,12.09262166666643
44.0,0.016298834,1.0851719,1.085567,29.84754823539978,29.385387,30.505465,12.008030000000144
45.0,0.016306205,1.0851471,1.0855333,29.83555280527754,29.392189,30.370197,12.008120000000051
46.0,0.016313858,1.0851836,1.0855768,29.85775653370783,29.456038,30.432467,12.00806833333336
47.0,0.016340159,1.0852289,1.0856103,29.807211684944296,29.280798,30.358683,12.008319999999852
48.0,0.016322983,1.0852689,1.0856651,29.84680607677909,29.381668,30.403395,12.092628333333414
49.0,0.016284429,1.0853164,1.0857081,29.848663101741543,29.469788,30.414076,12.007990000000184
50.0,0.016290145,1.0853367,1.085786,29.895872739639717,29.338924,30.646885,12.092435000000114
51.0,0.016255185,1.0852907,1.0856825,29.918359375232768,29.406975,30.641092,12.092276666667022
52.0,0.016294528,1.0854114,1.0858119,29.968834516635887,29.29073,30.659893,12.007778333333166
53.0,0.016240023,1.0852926,1.0857023,29.95122002665445,29.300797,30.68099,12.092448333333596
54.0,0.016275285,1.0853144,1.0857193,29.960993502772613,29.278578,30.696745,12.09239499999967
55.0,0.016288023,1.0852851,1.0856463,29.9763218306307,29.190264,30.637745,12.007788333333156
56.0,0.016287575,1.0851567,1.0855734,29.98466535916824,29.245312,30.916716,12.008014999999917
57.0,0.016318781,1.0850531,1.0854634,29.86138384890108,29.073391,30.753,12.00830333333288
58.0,0.016314473,1.0850188,1.0854337,29.82921249007219,29.133972,30.710106,12.008358333333064
59.0,0.01633805,1.0850219,1.0854168,29.80085767381169,29.064333,30.716061,12.007988333333438
60.0,0.016296595,1.0849783,1.0853405,29.826862035944703,29.081619,30.765608,12.00812333333306
61.0,0.01633307,1.0849178,1.0853049,29.774654224644525,29.124317,30.869263,12.00804166666688
62.0,0.016342327,1.0849088,1.085326,29.75480789392573,29.118202,30.591673,12.092558333333484
63.0,0.016315103,1.0848771,1.0852576,29.8132856611418,29.138367,30.507141,12.092538333333504
64.0,0.016345322,1.08495,1.0853672,29.90691793284273,29.395191,30.890961,12.008251666666668
65.0,0.01625422,1.0853488,1.085776,30.356484004664228,29.873074,31.271889,12.09248666666681
66.0,0.016186103,1.0855957,1.0859883,30.73721386326344,30.310377,31.545311,12.007819999999873
67.0,0.016129585,1.0858089,1.0861838,30.92172582060721,30.475714,31.691414,12.092280000000027
68.0,0.016098134,1.0858829,1.086253,30.9168252755475,30.421545,31.586853,12.008003333333182
69.0,0.016099358,1.0857819,1.086098,30.5388461625795,29.878963,31.258373,12.008001666666436
70.0,0.016348323,1.0849675,1.0853186,29.81665123703038,29.19499,30.498661,12.008086666666593
71.0,0.01636157,1.0850127,1.0854003,29.870876681558933,29.429127,30.53949,12.092579999999725
72.0,0.016373852,1.0850182,1.0853723,29.81988034802573,29.483212,30.477909,12.09236833333319
73.0,0.016384909,1.0850202,1.0854259,29.857713439295622,29.464594,30.423698,12.09239499999967
74.0,0.016361933,1.0849689,1.0853949,29.83786531238271,29.430166,30.390711,12.09219000000012
75.0,0.016340569,1.0850129,1.0854065,29.84999455681815,29.452459,30.50069,12.007974999999472
76.0,0.016359251,1.0850409,1.0854642,29.869148278435024,29.441828,30.46944,12.00829500000012
77.0,0.016314853,1.0850098,1.0854348,29.905121448467973,29.464167,30.52474,12.092553333332765
78.0,0.016305966,1.0850255,1.0854254,29.88929455765761,29.338013,30.56481,12.092381666666672
79.0,0.016312905,1.0849544,1.0853767,29.8719233044298,29.361807,30.559055,12.092405000000143
80.0,0.016326869,1.0848718,1.0853026,29.883880302752303,29.30599,30.506907,12.092553333332765
81.0,0.016336404,1.084836,1.0852393,29.87165704570389,29.263683,30.484638,12.092433333333853
82.0,0.016296355,1.0847803,1.085196,29.87326349451552,29.291031,30.638748,12.09238333333342
83.0,0.016325675,1.0847178,1.0851202,29.836142178966806,29.216827,30.567865,12.09244333333336
84.0,0.016348442,1.0847207,1.0850787,29.843458914364664,29.056814,30.503643,12.008305000000597
85.0,0.016348636,1.0846251,1.0850545,29.849684577838808,29.110254,30.78882,12.008053333333615
86.0,0.016344726,1.0845873,1.0850168,29.82960080779948,29.126808,30.693457,12.09274166666631
87.0,0.01634605,1.0845561,1.084957,29.8073751474821,29.154776,30.823883,12.008124999999806
88.0,0.01636113,1.0844963,1.0848925,29.76433187887068,29.023619,30.546095,12.092685000000833
89.0,0.016372642,1.084452,1.0848627,29.791405870335847,29.103579,30.731298,12.092378333333182
90.0,0.01637488,1.0844104,1.0848633,29.794986606782818,29.165998,30.651018,12.00833500000008
91.0,0.016376896,1.0843989,1.0847851,29.814962790521285,29.220516,30.758463,12.00815166666677
92.0,0.016382171,1.0843939,1.0848444,29.825904490774946,29.142025,30.719023,12.007861666666576
93.0,0.016393777,1.0843469,1.0847695,29.772871239028927,29.147827,30.510822,12.09219499999987
94.0,0.016401477,1.0843379,1.084747,29.78989122263106,29.147991,30.582438,12.007936666667227
95.0,0.016406409,1.0843308,1.0847627,29.792105300724632,29.280396,30.56459,12.093001666667018
96.0,0.016399141,1.0843587,1.0847682,29.826501509225096,29.292736,30.585636,12.092379999999928
97.0,0.016391259,1.0843915,1.0848277,29.87833324370509,29.354187,30.741175,12.008296666666864
98.0,0.016407806,1.0843413,1.0847731,29.82554776363635,29.31531,30.574837,12.008184999999743
99.0,0.016387368,1.0843542,1.084765,29.820840619963384,29.329981,30.553745,12.00842166666698
100.0,0.016408285,1.0843184,1.0847498,29.83109750746272,29.36521,30.489639,12.092586666666708
101.0,0.01641389,1.0842643,1.0846678,29.797149689373303,29.290491,30.52038,12.0080833333331
102.0,0.016418312,1.0842187,1.0846566,29.77525718606778,29.277109,30.462,12.007809999999395
103.0,0.016416563,1.0842212,1.0846378,29.79907901377413,29.375408,30.450642,12.092686666666609
104.0,0.016410533,1.0842215,1.0846335,29.78600046666667,29.326595,30.454779,12.008041666666395
105.0,0.016402692,1.0842091,1.0846103,29.804402921604375,29.279001,30.619265,12.007873333333798
106.0,0.016387349,1.0841929,1.0845871,29.828964718045107,29.285532,30.601538,12.00815500000026
107.0,0.016375057,1.0841748,1.0845556,29.81175483575325,29.269005,30.537479,12.007816666667347
108.0,0.016348446,1.0841409,1.0845712,29.92392147566572,29.276672,30.777578,12.09223166666731
109.0,0.016388807,1.0841367,1.084583,29.875364999080052,29.201393,30.605257,12.007873333333798
110.0,0.016396511,1.0840869,1.0844593,29.86525167834113,29.211105,30.629545,12.012646666666845
111.0,0.016406083,1.0840082,1.0843997,29.83620216773601,29.065933,30.596272,12.00786833333356
112.0,0.01639753,1.0839536,1.0843788,29.821298913776925,29.159142,30.529343,12.008003333333182
113.0,0.016381657,1.0839148,1.0843291,29.869982522604012,29.140013,30.710129,12.007976666666218
114.0,0.016405668,1.0838695,1.0842854,29.82001137168945,29.230453,30.570652,12.00832666666635
115.0,0.016407857,1.083822,1.0842177,29.80806358511628,29.253796,30.739614,12.092433333332885
116.0,0.016412172,1.0838128,1.0842142,29.817277308108064,29.231079,30.690041,12.092238333333338
117.0,0.016425524,1.0837438,1.0841979,29.79382742424245,29.231615,30.76693,12.007889999999998
118.0,0.016422231,1.0837275,1.084121,29.7819828227272,29.219463,30.629452,12.008286666666663
119.0,0.016434476,1.0836991,1.0841068,29.822292783658337,29.252487,30.615259,12.007936666666652
120.0,0.016442586,1.0836561,1.0840677,29.89550027970751,29.345112,30.793171,12.008431666666668
121.0,0.01645436,1.0835867,1.0839566,29.79846935866545,29.217569,30.601259,12.008109999999942
122.0,0.01645191,1.0835454,1.0839578,29.691904945504064,29.181585,30.403395,12.008078333333348
123.0,0.016457982,1.08355,1.0840232,29.786739459061614,29.295637,30.50045,12.008110000000004
124.0,0.016451536,1.083595,1.0840218,29.78349313278385,29.244913,30.466385,12.092363333333378
125.0,0.016443351,1.083654,1.0840709,29.771001474700917,29.295153,30.515633,12.008386666666654
126.0,0.016438778,1.0836673,1.0841308,29.78517242293231,29.37895,30.420858,12.092806666666608
127.0,0.016445491,1.0836432,1.0840877,29.82196181734315,29.381668,30.56587,12.092678333333364
128.0,0.016449995,1.0835667,1.0839915,29.79224546846017,29.38686,30.507967,12.092505000000044
129.0,0.016462302,1.0835226,1.0839114,29.767159011214936,29.406366,30.463905,12.092266666666667
130.0,0.01646073,1.0834724,1.0839154,29.77243308990821,29.380188,30.416653,12.007896666666662
131.0,0.016454518,1.083531,1.0839843,29.769612559787404,29.358816,30.5751,12.008030000000025
132.0,0.016437715,1.0835509,1.0839454,29.81469717463236,29.386009,30.537766,12.092756666666656
133.0,0.016425526,1.0835714,1.0839752,29.85049370711678,29.459206,30.499283,12.008348333333318
134.0,0.016417978,1.0836284,1.0840868,29.892829493061964,29.464933,30.564499,12.093128333333274
135.0,0.016387181,1.0835952,1.08401,29.90631461080586,29.367678,30.546612,12.092549999999996
136.0,0.016428102,1.083612,1.0840062,29.939790770146512,29.390221,30.644613,12.09258166666647
137.0,0.016401071,1.083457,1.0838348,29.89946287245848,29.305534,30.570093,12.092631666666664
138.0,0.016445277,1.0833794,1.0837884,29.73333527014653,29.210884,30.472219,12.092503333333298
139.0,0.016431637,1.0833189,1.0837196,29.765021125919063,29.265163,30.40752,12.008091666666587
140.0,0.016438439,1.0832294,1.0836221,29.703970598702504,29.234465,30.334404,12.09262333333342
141.0,0.016425883,1.0832007,1.0835581,29.691277238050628,29.198231,30.355042,12.008456666666705
142.0,0.016436985,1.083128,1.0835664,29.72191152952035,29.223621,30.442612,12.008060000000114
143.0,0.016408641,1.083083,1.0834996,29.779042490723587,29.23501,30.514311,12.09250666666679
144.0,0.016433874,1.0830486,1.0834476,29.76949262624431,29.263298,30.50597,12.092279999999786
145.0,0.016435334,1.0830017,1.0833633,29.759745814326152,29.235226,30.458307,12.00790166666678
146.0,0.016450141,1.0829428,1.0833584,29.737550657894687,29.234484,30.405943,12.092579999999968
147.0,0.016448095,1.0828811,1.0832263,29.741438943466065,29.279551,30.466051,12.092425000000125
148.0,0.016476382,1.0828143,1.0831798,29.69773659433968,29.16395,30.402992,12.092344999999964
149.0,0.01648844,1.0827255,1.0831159,29.640235024141123,29.049374,30.417637,12.008246666666674
150.0,0.016475257,1.0827209,1.0831796,29.62592734858184,29.094255,30.374918,12.09252666666677
151.0,0.016489411,1.0827218,1.0831208,29.65119797697972,29.153629,30.522617,12.092649999999898
152.0,0.016457502,1.0827559,1.0831757,29.732732700460836,29.208166,30.499836,12.09230666666675
153.0,0.016463043,1.0827556,1.0831746,29.79687018951244,29.304399,30.556629,12.09261833333318
154.0,0.01643979,1.0827339,1.0831856,29.799909249312535,29.298857,30.5984,12.008016666666665
155.0,0.016459242,1.0826453,1.0829952,29.78773137057728,29.249893,30.487017,12.092579999999968
156.0,0.01648082,1.0824925,1.0829121,29.675187060518702,29.120888,30.380672,12.092818333333222
157.0,0.01647874,1.0824369,1.0828562,29.621674775623205,29.078747,30.349594,12.093009999999776
158.0,0.016474966,1.0824406,1.0828874,29.632490562730617,29.149052,30.322227,12.008311666667092
159.0,0.016473217,1.082446,1.0828584,29.621776461751168,29.120888,30.315632,12.092473333333327
160.0,0.016480053,1.0823691,1.0828091,29.60402286439117,29.091331,30.300844,12.008056666666622
161.0,0.016489258,1.0823482,1.0827599,29.59132681296996,29.12566,30.35895,12.00777833333365
162.0,0.016484095,1.0823374,1.0827731,29.59651419778181,29.074278,30.400127,12.09287333333341
163.0,0.016479783,1.0824134,1.0828105,29.56680508956606,29.12822,30.353508,12.008771666666629
164.0,0.016460588,1.0824485,1.082866,29.66739921666669,29.118603,30.416742,12.092453333333347
165.0,0.016464913,1.0823953,1.0828493,29.695167848598075,29.11652,30.440279,12.007936666666744
166.0,0.016456643,1.0823444,1.0827773,29.73404393021124,29.243658,30.42103,12.092255000000296
167.0,0.016462991,1.082381,1.0827954,29.745379806542065,29.119987,30.435352,12.092613333333672
168.0,0.016455606,1.0823154,1.0827383,29.760192489161184,29.246881,30.453579,12.008076666666602
169.0,0.016461892,1.0822717,1.0826697,29.76365104549592,29.240705,30.412481,12.092631666666906
170.0,0.016462494,1.0822079,1.0826463,29.74964791804788,29.197405,30.466988,12.092335000000215
171.0,0.016461222,1.0821364,1.0825381,29.713967243243253,29.150326,30.418356,12.00834666666633
172.0,0.016479414,1.0820304,1.0824515,29.691053064150925,29.150709,30.444771,12.008174999999756
173.0,0.016503479,1.0819743,1.0823683,29.665845154059035,29.148624,30.436247,12.092563333333237
174.0,0.0165052,1.0818998,1.0823199,29.72803936085349,29.241226,30.589832,12.008181666666252
175.0,0.016501071,1.0819066,1.0822684,29.79555354832708,29.29945,30.571188,12.093064999999964
176.0,0.01645642,1.081979,1.0824035,29.936773925250645,29.463139,30.770817,12.092414999999647
177.0,0.016394809,1.0820975,1.082518,30.079577750000027,29.611263,30.935062,12.008096666666582
178.0,0.016392609,1.0821141,1.0825118,30.134985324424022,29.651438,30.837454,12.008151666666285
179.0,0.016411262,1.0819788,1.0824127,29.97392400843484,29.441849,30.687815,12.008168333333256
180.0,0.01646233,1.0818228,1.0822315,29.754713196363674,29.253654,30.435535,12.092381666666672
181.0,0.016496701,1.0817125,1.0821456,29.72508927720934,29.183996,30.621189,12.008051666666384
182.0,0.016499091,1.0817147,1.0820292,29.71017909872023,29.151436,30.49069,12.008113333333556
183.0,0.016495015,1.0817007,1.0821424,29.835257667582407,29.306845,30.639549,12.092511666666542
184.0,0.016426556,1.0818552,1.0822997,30.04958062660548,29.560987,30.857258,12.092971666666562
185.0,0.016384674,1.081978,1.082386,30.20483936775359,29.745317,31.030375,12.008163333333504
186.0,0.016353754,1.0819898,1.0823539,30.28617771759258,29.781679,31.050371,12.092566666666729
187.0,0.016340775,1.0819567,1.0823928,30.28983575023384,29.771376,31.044769,12.0925966666667
188.0,0.016358662,1.0819169,1.0823994,30.19939197833936,29.628468,30.957592,12.00829500000012
189.0,0.016378561,1.0818446,1.0822458,30.102995426691752,29.558851,30.779016,12.0925966666667
190.0,0.016400427,1.081714,1.082163,29.857081536496462,29.318375,30.509016,12.092489999999817
191.0,0.016477883,1.0814712,1.0818874,29.6630380438356,29.159258,30.346045,12.00847499999994
192.0,0.016493564,1.0814958,1.0819384,29.67471071915286,29.201786,30.324249,12.008501666666415
193.0,0.016490189,1.081499,1.0819165,29.715202966449148,29.345974,30.411526,12.092604999999942
194.0,0.016480867,1.0814215,1.081863,29.72708621206408,29.306705,30.444698,12.092468333333091
195.0,0.016458668,1.0813756,1.081789,29.73117857090238,29.27873,30.401823,12.092445000000104
196.0,0.016482456,1.0813396,1.081736,29.709553185288684,29.148827,30.358877,12.007886666666794
197.0,0.01646306,1.0812639,1.0816919,29.71468454898333,29.18428,30.388016,12.092636666666658
198.0,0.016489469,1.0811814,1.0815769,29.699859252562927,29.187363,30.407846,12.092406666666893
199.0,0.016502954,1.0811312,1.0815357,29.704999320261397,29.183279,30.463547,12.008191666666727
200.0,0.016500005,1.0810595,1.0814843,29.73532839441865,29.199156,30.502558,12.008041666667364
201.0,0.016518645,1.080977,1.0814089,29.725723718606748,29.210371,30.513086,12.09232333333348
202.0,0.016490823,1.0809869,1.0814177,29.852812331801488,29.326139,30.6637,12.008073333333597
203.0,0.016472636,1.0810542,1.0814677,29.9515792418906,29.448502,30.761978,12.008444999999483
204.0,0.016409699,1.0811846,1.0816414,30.113071284369173,29.631075,30.991316,12.008393333333272
205.0,0.016374022,1.0812365,1.0817471,30.239575659049358,29.759863,31.007597,12.00806833333336
206.0,0.016385995,1.0811874,1.0816164,30.132333465373986,29.605165,30.839123,12.008409999999762
207.0,0.01643886,1.0809863,1.081393,29.90239117082181,29.337898,30.597662,12.008633333334
208.0,0.016502168,1.0807941,1.0812212,29.746799723305504,29.161879,30.620029,12.008311666666607
209.0,0.016501026,1.0807363,1.0811396,29.7448125139405,29.194679,30.612904,12.092876666666902
210.0,0.016502842,1.0807884,1.0811932,29.928993477706957,29.353148,30.813803,12.092715000000316
211.0,0.016403157,1.0810053,1.0814465,30.205484501385065,29.695648,31.070318,12.092651666666884
212.0,0.016331904,1.0811753,1.0816115,30.437235989899023,29.93774,31.283894,12.092551666666989
213.0,0.016286235,1.0812566,1.0817045,30.597402493408666,30.008972,31.371172,12.09239499999967
214.0,0.01626878,1.0812966,1.0817196,30.686214657749083,30.151531,31.523268,12.007988333332468
215.0,0.016263809,1.0812671,1.0816904,30.663127854069213,30.084459,31.390547,12.008108333333318
216.0,0.016271196,1.081194,1.081635,30.56965595032202,29.98374,31.23447,12.007984999999946
217.0,0.01631215,1.081075,1.0814594,30.362555022018324,29.651625,31.04487,12.092441666666613
218.0,0.016374504,1.0808049,1.0812286,30.018887166508957,29.401567,30.682981,12.008344999999585
219.0,0.016490098,1.0804768,1.0809274,29.705114966542737,29.206516,30.410942,12.008008333332448
220.0,0.01652251,1.0805789,1.0809674,29.729726312615927,29.305567,30.470436,12.09272166666633
221.0,0.016534496,1.0804693,1.080874,29.691854554844557,29.260813,30.473612,12.007990000000184
222.0,0.016533602,1.0803509,1.0808077,29.68782969462174,29.276005,30.47394,12.0080833333331
223.0,0.016535474,1.0803214,1.0807638,29.68407294511629,29.219938,30.465916,12.008311666666607
224.0,0.016539365,1.0802703,1.0806947,29.688256054104443,29.238605,30.519667,12.09253833333302
225.0,0.016546169,1.0802122,1.0806413,29.676201335807058,29.197435,30.456642,12.008056666667107
226.0,0.01654481,1.0801414,1.0805442,29.688314238050623,29.217524,30.476456,12.00822333333296
227.0,0.016538698,1.0800629,1.080488,29.6933423924393,29.192095,30.506447,12.092696666667084
228.0,0.016517203,1.0800617,1.0804579,29.78309964967558,29.271589,30.658869,12.092413333332903
229.0,0.016500112,1.0800854,1.0805582,29.91792858432086,29.432756,30.756819,12.093274999999752
230.0,0.016467271,1.0801594,1.0805447,30.02795833650186,29.461426,30.911942,12.008256666666906
231.0,0.01642081,1.0802684,1.0806819,30.1819712189512,29.712555,31.048527,12.09275333333353
232.0,0.01636968,1.0803392,1.080826,30.334495869926243,29.825153,31.125978,12.00811166666681
233.0,0.016383069,1.080245,1.0806774,30.20551508752333,29.662527,30.855505,12.09230666666699
234.0,0.016447816,1.0800316,1.080448,29.911038593692005,29.365942,30.576981,12.092258333333302
235.0,0.016512016,1.0798233,1.080267,29.692330819926838,29.164141,30.483807,12.092376666666436
236.0,0.016503854,1.0798365,1.0802946,29.72720423836653,29.178564,30.480671,12.008273333333394
237.0,0.016524242,1.0797337,1.0801291,29.77002413802561,29.286348,30.578875,12.092276666666535
238.0,0.016496863,1.0797863,1.0802127,29.90036798823524,29.421453,30.82469,12.09280999999998
239.0,0.016449155,1.0798938,1.0803374,30.09696474817524,29.600681,30.939503,12.09280999999998
240.0,0.016393678,1.0800041,1.0803715,30.22758442923213,29.721519,31.048618,12.008311666666668
241.0,0.016372735,1.0799969,1.080435,30.27641120550462,29.729914,31.055214,12.008575000000004
242.0,0.016378025,1.0799633,1.0804123,30.27775981877937,29.794128,31.017763,12.092793333333338
243.0,0.016382325,1.0799038,1.0803292,30.231274106032988,29.73172,30.921421,12.092974999999994
244.0,0.016399967,1.0798073,1.0802615,30.115550227022005,29.637932,30.646128,12.092581666666652
245.0,0.016427731,1.0796814,1.0801409,29.838978209647475,29.302502,30.508602,12.09261
246.0,0.016518895,1.0794204,1.0798657,29.65434204440337,29.123863,30.473993,12.008129999999984
247.0,0.016516495,1.0794253,1.0798571,29.694646157313723,29.203165,30.489183,12.092333333333288
248.0,0.016514258,1.0793804,1.0798211,29.722089998127355,29.232599,30.44516,12.092523333333338
249.0,0.01651459,1.0793357,1.0797673,29.745102030754826,29.234827,30.578032,12.007991666666689
250.0,0.016517466,1.0792723,1.07969,29.738980996237075,29.18412,30.463058,12.092500000000047
251.0,0.016524788,1.0792124,1.0796571,29.69998527563508,29.169308,30.540026,12.092446666666728
252.0,0.016540123,1.0791333,1.0795416,29.647351729729724,29.046028,30.459789,12.092283333333278
253.0,0.016539747,1.0790563,1.0795009,29.636931698515767,29.1108,30.475813,12.00806833333336
254.0,0.016540539,1.0790404,1.0794427,29.666138821892385,29.103497,30.489622,12.008056666666622
255.0,0.016526129,1.0790178,1.0794766,29.7120375932836,29.172485,30.566082,12.00796500000009
256.0,0.016513338,1.0790247,1.0794626,29.810840164835124,29.308041,30.687372,12.092413333333267
257.0,0.01649758,1.0790581,1.0794717,29.91395430093456,29.310926,30.762896,12.092763333333275
258.0,0.016464155,1.0790999,1.0795105,30.04389836048694,29.502481,30.931208,12.09280333333336
259.0,0.01641912,1.0791999,1.0796456,30.212889908496734,29.718809,31.066504,12.092908333333376
260.0,0.016404198,1.0791892,1.0796448,30.185345526851897,29.615824,30.927614,12.092753333333288
261.0,0.016451199,1.0790461,1.0794698,29.952737144700464,29.411951,30.670589,12.092483333333318
262.0,0.016519614,1.0788127,1.079272,29.708195263551392,29.140879,30.423458,12.00814500000003
263.0,0.016528174,1.0787771,1.0791957,29.684885098972885,29.144114,30.44697,12.092733333333308
264.0,0.016533174,1.0787212,1.0790919,29.73201589971884,29.161211,30.596359,12.092339999999968
265.0,0.016540054,1.0786917,1.079147,29.87933920425141,29.382627,30.792925,12.008120000000051
266.0,0.016483612,1.0788363,1.0792894,30.07129335229358,29.575253,30.933729,12.008045000000129
267.0,0.016422646,1.0789455,1.0794137,30.23859975160999,29.749542,31.09041,12.092396666666655
268.0,0.01639585,1.0790037,1.0794321,30.3430687008311,29.841717,31.134193,12.010346666666496
269.0,0.016376456,1.0789894,1.0794497,30.36073505205481,29.85433,31.137579,12.008199999999972
270.0,0.016381515,1.0789796,1.079408,30.36011531916818,29.801809,31.200064,12.008135000000038
271.0,0.01639556,1.078923,1.079354,30.319655166048232,29.817125,31.148586,12.008199999999972
272.0,0.016405638,1.0788342,1.0793394,30.08068942936802,29.493254,30.763601,12.008163333333265
273.0,0.016474046,1.0785881,1.0790389,29.757323396840125,29.172295,30.441368,12.00811166666681
274.0,0.01654217,1.0784981,1.0789319,29.709797971189648,29.197832,30.602736,12.092968333333314
275.0,0.016528802,1.0784687,1.0789088,29.744952618698488,29.243858,30.565878,12.0925966666667
276.0,0.016536174,1.0784367,1.078822,29.76277852495376,29.364948,30.572935,12.008043333333385
277.0,0.016550846,1.0783455,1.0787451,29.72462628298453,29.224953,30.528395,12.008070000000105
278.0,0.016543109,1.078338,1.0787085,29.715763653528874,29.280176,30.502356,12.008163333333265
279.0,0.016549317,1.07828,1.0786767,29.716539757547164,29.226738,30.549438,12.007964999999968
280.0,0.016548587,1.0782174,1.0786195,29.70483754319855,29.222784,30.492565,12.008043333333385
281.0,0.016554488,1.0781378,1.0785588,29.7053213634652,29.17495,30.548752,12.09236666666693
282.0,0.016573193,1.0780778,1.0784521,29.695511390909036,29.193987,30.541704,12.008016666666665
283.0,0.016563835,1.078025,1.0784314,29.719137476765734,29.17984,30.546047,12.0082150000002
284.0,0.01656151,1.0779715,1.0783805,29.772889569128782,29.260887,30.618179,12.092288333333272
285.0,0.016544927,1.0779598,1.0783957,29.82636087255809,29.312258,30.739658,12.092446666666364
286.0,0.016508099,1.0780599,1.0784618,29.94361837016052,29.453138,30.786552,12.092513333333288
287.0,0.016478123,1.0780648,1.0785363,29.96446966606004,29.420088,30.726278,12.008064999999869
288.0,0.016505556,1.0779629,1.0783776,29.77171049393098,29.235323,30.504478,12.092538333333504
289.0,0.016557621,1.0778624,1.0783181,29.679479353958158,29.128975,30.669422,12.008456666666218
290.0,0.016496165,1.0778971,1.0783429,29.717061369953047,29.078587,30.49258,12.00838666666629
291.0,0.016501229,1.0778075,1.0781975,29.745101568933823,29.197948,30.534994,12.09257666666672
292.0,0.016549075,1.0777547,1.0781516,29.791015830827067,29.320284,30.592587,12.092543333333255
