cycle,IR,QC,QD,Tavg,Tmin,Tmax,chargetime,Q,SOH
24.0,0.016642798,1.0829718,1.0831127,31.29464017542218,29.52528,34.173393,12.007921666666515,2.1660845,100.42462287875749
25.0,0.01665174,1.0831265,1.0832496,31.38351614391138,29.508512,34.15546,12.008148333333278,2.1663761,100.43814212051902
26.0,0.016633712,1.08316,1.0832996,31.392844006523845,29.532242,34.193451,12.007910000000022,2.1664595999999996,100.44201337116061
27.0,0.016631547,1.0831717,1.0833453,31.41224949908081,29.500015,34.173615,12.092448333333351,2.166517,100.44467456621244
28.0,0.016625524,1.0831598,1.0832411,31.402618130797805,29.431755,34.234783,12.007983333333202,2.1664009,100.43929190514073
29.0,0.016642904,1.0831218,1.083263,31.39037857011072,29.388172,34.255566,12.008113333333556,2.1663848000000003,100.43854547238232
30.0,0.01665369,1.0831378,1.0832844,31.280992482600745,29.331198,34.115746,12.007898333333287,2.1664222,100.44027942177145
31.0,0.016641077,1.0831691,1.083288,31.29180502682699,29.335983,34.209435,12.092206666666849,2.1664571,100.4418974654528
32.0,0.016640313,1.0831701,1.0833356,31.34514390334576,29.44058,34.246689,12.092238333333322,2.1665057,100.44415067241306
33.0,0.016654115,1.0831417,1.0833119,31.29041479942689,29.208958,34.251614,12.007793333333392,2.1664536,100.44173519746184
34.0,0.016635826,1.0831596,1.0833225,31.26008850189029,29.29236,34.217815,12.007773333333413,2.1664820999999996,100.44305652253112
35.0,0.016652757,1.0831957,1.0833349,31.34662448791824,29.334526,34.276882,12.09219499999987,2.1665306,100.44530509326309
36.0,0.016660439,1.0831727,1.0833374,31.29873233960486,29.208866,34.125687,12.007861666666576,2.1665101,100.44435466645885
37.0,0.01665419,1.0831982,1.0833442,31.288408193129005,29.311693,34.273022,12.092419999999889,2.1665424,100.44585216820403
38.0,0.01666208,1.0831987,1.0833346,31.288704026654354,29.239714,34.360661,12.092639999999664,2.1665333,100.44543027142754
39.0,0.016663037,1.0831635,1.0833015,31.3849199431193,29.360525,34.29007,12.09220499999986,2.1664649999999996,100.44226372748952
40.0,0.01667152,1.0832192,1.0833584,31.37239159357796,29.420919,34.246601,12.008178333333246,2.1665776,100.44748412057032
41.0,0.016683804,1.0832064,1.0833358,31.28587188587469,29.397028,34.27803,12.008216666666462,2.1665422,100.4458428957474
42.0,0.016682696,1.0832208,1.0833888,31.299664106382902,29.336826,34.332985,12.092728333333314,2.1666096,100.44896771363057
43.0,0.01666279,1.0832344,1.0834167,31.33505066103282,29.411249,34.404606,12.008191666666727,2.1666511,100.45089174838057
44.0,0.016660998,1.0832528,1.0833906,31.356817657272728,29.406612,34.31155,12.092448333333111,2.1666434,100.45053475880046
45.0,0.016662709,1.0832227,1.0834149,31.31601700557628,29.480148,34.214077,12.008148333333278,2.1666376,100.45026585755829
46.0,0.016666707,1.0833414,1.0834453,31.36860949192787,29.481071,34.255039,12.008243333333423,2.1667867,100.4571784739734
47.0,0.016680941,1.0833505,1.0834785,31.31440593383036,29.380999,34.163502,12.092708333333333,2.166829,100.45913959854991
48.0,0.016668674,1.0833523,1.0835291,31.350658740055472,29.430073,34.240982,12.092499999999806,2.1668814000000003,100.4615689821861
49.0,0.016650256,1.0833805,1.0835598,31.37259028947373,29.511742,34.210674,12.092921666666614,2.1669403000000003,100.46429972066262
50.0,0.016651692,1.0834423,1.0835332,31.353269168975206,29.446642,34.305599,12.092898333333627,2.1669755,100.46593167302889
51.0,0.016630907,1.0833993,1.0835305,31.41663739962824,29.438334,34.340912,12.008123333333543,2.1669298,100.46381291668973
52.0,0.016651837,1.0834621,1.0835887,31.44235603124996,29.431259,34.375633,12.092586666666708,2.1670508,100.46942275294882
53.0,0.01662237,1.0833684,1.0834606,31.41762199999993,29.385038,34.361717,12.092198333333362,2.166829,100.45913959854991
54.0,0.016646819,1.0833734,1.0835426,31.407431364738727,29.41111,34.303177,12.092488333333556,2.1669159999999996,100.46317311718246
55.0,0.016643219,1.0833923,1.0835317,31.430612271962566,29.387461,34.397587,12.09223333333357,2.166924,100.46354401544755
56.0,0.016661555,1.0833148,1.0834645,31.43915818773587,29.336172,34.408939,12.092459999999846,2.1667793,100.45683539307821
57.0,0.016673245,1.0832351,1.0833818,31.381907154562377,29.246204,34.227318,12.092313333333005,2.1666169,100.44930615829743
58.0,0.01666919,1.0831677,1.0832912,31.32512609445967,29.21129,34.348423,12.092375000000176,2.1664589,100.44198091756242
59.0,0.016677925,1.0831405,1.083331,31.322662469294283,29.092649,34.377022,12.092433333333368,2.1664715,100.44256508232992
60.0,0.016667627,1.08318,1.0833496,31.344988577451872,29.225601,34.484638,12.010978333333332,2.1665296,100.44525873097993
61.0,0.016682005,1.0831134,1.083257,31.282513093109863,29.173864,34.481018,12.092420000000372,2.1663704,100.43787785550518
62.0,0.016686372,1.0830988,1.0832406,31.24396737545125,29.166798,34.377964,12.09293499999961,2.1663394,100.43644062472805
63.0,0.016676564,1.0830513,1.0831984,31.351977388482588,29.208136,34.346504,12.09255000000024,2.1662497,100.43228192793103
64.0,0.016691869,1.0832061,1.0833696,31.57146492725611,29.698519,34.878323,12.00797999999971,2.1665757,100.44739603223236
65.0,0.016537676,1.0837064,1.0838304,32.20173658079416,30.318172,35.291218,12.09213000000018,2.1675368,100.49195482255138
66.0,0.016467001,1.0839766,1.0840784,32.59317164847363,30.708063,35.507282,12.092298333333265,2.168055,100.51597975767083
67.0,0.016410474,1.084139,1.0843061,32.74071235299629,30.841711,35.651741,12.007950000000225,2.1684451,100.53406568432098
68.0,0.016374491,1.0842149,1.0843166,32.72178885035842,30.837194,35.596619,12.007993333333191,2.1685315000000003,100.53807138558368
69.0,0.016368635,1.0841142,1.0842075,32.38786014167431,30.343189,34.736523,12.09255000000024,2.1683217,100.52834457858238
70.0,0.01667247,1.0831513,1.083303,31.446724588397817,29.331842,34.310184,12.092545000000005,2.1664543,100.44176765106
71.0,0.01671746,1.0831076,1.0832493,31.39859247757004,29.549572,34.360847,12.092871666666664,2.1663569000000003,100.4372519646829
72.0,0.016716233,1.0830973,1.0832752,31.36147770037104,29.510414,34.322052,12.008188333333235,2.1663725,100.43797521629976
73.0,0.016727988,1.0831113,1.083271,31.391385764279256,29.493418,34.359158,12.092901666666632,2.1663823000000004,100.43842956667449
74.0,0.016726144,1.0831329,1.0833256,31.38106913841817,29.442383,34.305588,12.092878333333164,2.1664585,100.4419623726492
75.0,0.016721075,1.0831195,1.0832962,31.37503256250005,29.531227,34.282417,12.092806666666489,2.1664157,100.4399780669311
76.0,0.016717775,1.0831616,1.0833127,31.367527119565263,29.534113,34.330696,12.008268333333156,2.1664743,100.44269489672268
77.0,0.016707547,1.0830935,1.0832609,31.425133846445423,29.577675,34.320118,12.00797166666695,2.1663544,100.43713605897504
78.0,0.016690364,1.083081,1.0832521,31.42810055985604,29.556164,34.335594,12.092714999999346,2.1663331,100.43614854234433
79.0,0.01670561,1.0830333,1.0832195,31.42322822932337,29.564482,34.341938,12.00799999999969,2.1662528,100.43242565100876
80.0,0.016686765,1.0829997,1.0831863,31.37857363428048,29.431059,34.459446,12.092573333332744,2.1661859999999997,100.42932865049545
81.0,0.016684294,1.082974,1.0831205,31.36026371792455,29.418407,34.288971,12.00812333333306,2.1660945,100.42508650158881
82.0,0.016679062,1.0829979,1.0831579,31.395291149678645,29.451464,34.280376,12.008464999999465,2.1661558000000003,100.42792850954487
83.0,0.016687348,1.0829333,1.0831574,31.33823483686633,29.419735,34.105782,12.09252666666677,2.1660907,100.4249103249129
84.0,0.016693467,1.0829263,1.0830745,31.31254321546957,29.316687,34.264996,12.00805166666687,2.1660008,100.42074235565926
85.0,0.016687758,1.0828819,1.0830382,31.36030127710849,29.26844,34.293159,12.092351666667188,2.1659201,100.41700091941044
86.0,0.016702894,1.082857,1.0829724,31.35281268702997,29.220762,34.376591,12.092763333333036,2.1658294,100.41279586033028
87.0,0.016698835,1.0827955,1.0829564,31.3281652393716,29.242601,34.271404,12.00817500000024,2.1657519,100.4092027833875
88.0,0.016698048,1.0827698,1.0829644,31.31857046039145,29.153131,34.404301,12.008494999999918,2.1657342,100.40838217097605
89.0,0.016715489,1.0827445,1.0829803,31.30917168421053,29.180325,34.435768,12.0923900000004,2.1657248,100.40794636551458
90.0,0.016706252,1.0827475,1.0828978,31.316066966117287,29.224234,34.535198,12.092336666667446,2.1656453,100.40426056400553
91.0,0.016721891,1.0827092,1.0828748,31.316809073283885,29.178377,34.341686,12.092328333333716,2.165584,100.40141855604946
92.0,0.016723899,1.0827062,1.0828422,31.34255769906537,29.269276,34.442722,12.092406666666893,2.1655484,100.39976805876995
93.0,0.016724072,1.0826285,1.0827987,31.33904921953492,29.21476,34.36462,12.00811166666681,2.1654272,100.39414895005423
94.0,0.016729791,1.0826292,1.0828015,31.379798471733093,29.233721,34.468697,12.008201666666231,2.1654307,100.3943112180452
95.0,0.016741628,1.0825889,1.0827543,31.315553984489043,29.328451,34.351261,12.092483333333318,2.1653431999999997,100.39025451827106
96.0,0.016739421,1.0825557,1.0827262,31.36773585885613,29.285334,34.47525,12.008153333333516,2.1652819,100.38741251031504
97.0,0.016721277,1.0825289,1.0826914,31.37287021747044,29.399834,34.444962,12.008030000000144,2.1652203,100.38455659367405
98.0,0.016737727,1.0824996,1.0826108,31.35830952607075,29.262819,34.479095,12.092871666666664,2.1651104,100.37946137875775
99.0,0.016740758,1.0824746,1.0826309,31.344977686980634,29.347019,34.423424,12.008018333333894,2.1651055,100.3792342035704
100.0,0.016734114,1.0824925,1.0826457,31.366991036688656,29.420706,34.506443,12.008231666666688,2.1651382000000003,100.38075025022886
101.0,0.01675126,1.0824027,1.0825965,31.398099165881245,29.352289,34.406719,12.0924033333334,2.1649992,100.37430589287337
102.0,0.016743606,1.0824153,1.0825392,31.338972081330866,29.345802,34.423447,12.092379999999928,2.1649545000000003,100.37223349881734
103.0,0.016741529,1.0824013,1.0825598,31.364971507380083,29.355734,34.395908,12.092326666666,2.1649611,100.37253948988601
104.0,0.016747028,1.0824029,1.0825659,31.336420253881258,29.324699,34.390564,12.09231499999975,2.1649688,100.37289647946612
105.0,0.016744599,1.0823855,1.0825837,31.31420294434304,29.313595,34.36729,12.092216666666596,2.1649692,100.37291502437937
106.0,0.016737023,1.0823975,1.0825158,31.36698818802613,29.361439,34.4137,12.092716666666092,2.1649133,100.37032337275224
107.0,0.016734626,1.0823842,1.0825765,31.38737550000006,29.312418,34.397587,12.092616666666194,2.1649607,100.37252094497275
108.0,0.016712982,1.0823598,1.0825758,31.40237226241795,29.320419,34.549709,12.09228333333255,2.1649356,100.37135725166613
109.0,0.016742349,1.0823568,1.0824921,31.40986336635515,29.359331,34.499928,12.008081666666357,2.1648489,100.36733764171848
110.0,0.016733333,1.0822904,1.0824603,31.382381742779778,29.279184,34.47892,12.092368333332706,2.1647507,100.36278486551484
111.0,0.016737543,1.082244,1.0824271,31.368143599999964,29.163788,34.490242,12.092381666666672,2.1646711,100.35909442777746
112.0,0.016735896,1.0822217,1.0824379,31.357289947992665,29.206432,34.38998,12.09232666666697,2.1646596000000002,100.35856126152144
113.0,0.0167275,1.0822294,1.0823658,31.3764973547777,29.213861,34.614861,12.092250000000544,2.1645952,100.35557553048768
114.0,0.016741924,1.0821937,1.0823519,31.38561033544307,29.246542,34.610668,12.008113333332584,2.1645456,100.35327596124428
115.0,0.016739026,1.0821443,1.0823264,31.37110505810681,29.226439,34.521156,12.008001666666436,2.1644707,100.34980342623763
116.0,0.016745521,1.0821183,1.0823051,31.35251225353445,29.29454,34.569515,12.092526666666664,2.1644234,100.34761049024546
117.0,0.016747633,1.0820857,1.0822744,31.363524278597776,29.323505,34.623726,12.092783333333331,2.1643600999999997,100.34467575772312
118.0,0.01674838,1.0820832,1.0822048,31.35061400182824,29.260168,34.594112,12.00815166666668,2.164288,100.34133303710927
119.0,0.016756818,1.08201,1.0821524,31.42859083211013,29.290937,34.539001,12.008399999999984,2.1641624,100.33550993434777
120.0,0.016759332,1.081957,1.082137,31.458128355777955,29.382875,34.624092,12.008233333333344,2.164094,100.33233875418148
121.0,0.016775101,1.0819317,1.0820731,31.39818262068973,29.349924,34.562691,12.092688333333292,2.1640048,100.328203238526
122.0,0.016783923,1.0819284,1.0820284,31.339777177024462,29.385801,34.317528,12.008001666666678,2.1639568000000002,100.32597784893565
123.0,0.016774569,1.0818927,1.0820978,31.34875274751129,29.31497,34.53587,12.092683333333298,2.1639905,100.32754025787722
124.0,0.016774498,1.0818862,1.0820768,31.35172179626172,29.236336,34.535034,12.09260333333338,2.163963,100.32626529509105
125.0,0.016771752,1.0818838,1.0820893,31.345239476952,29.335693,34.549042,12.092419999999947,2.1639730999999998,100.32673355415069
126.0,0.016764827,1.0819033,1.0820695,31.34485622181142,29.381668,34.526787,12.092606666666688,2.1639728,100.32671964546576
127.0,0.016772803,1.0818732,1.0820137,31.387466748613623,29.378147,34.629543,12.007959999999972,2.1638869,100.32273712534464
128.0,0.016778894,1.0818038,1.0819659,31.37831256736943,29.454584,34.473946,12.008133333333411,2.1637697,100.31730346576148
129.0,0.016785139,1.0817827,1.0819483,31.360398141837685,29.390327,34.489841,12.008141666666658,2.1637310000000003,100.31550924540424
130.0,0.016783718,1.0817571,1.0819502,31.363715226642,29.360847,34.451527,12.008413333333374,2.1637073,100.314410459294
131.0,0.016780123,1.0817611,1.0819608,31.34208247096194,29.429312,34.42622,12.092883333333278,2.1637219,100.31508734862773
132.0,0.016778201,1.0817941,1.0819523,31.349484116152425,29.430401,34.428093,12.008188333333358,2.1637464,100.31622322456448
133.0,0.01676983,1.0817919,1.0820106,31.428941990834023,29.507093,34.452595,12.007996666666562,2.1638025,100.31882414864823
134.0,0.016766459,1.0817989,1.08193,31.40504590593607,29.581018,34.54863,12.008119999999932,2.1637288999999997,100.31541188460965
135.0,0.01676877,1.081827,1.0819813,31.430243507906976,29.504885,34.530304,12.092643333333278,2.1638083000000004,100.31909304989041
136.0,0.016759682,1.0818107,1.0820067,31.441537592391363,29.581091,34.515614,12.008293333333253,2.1638174,100.31951494666693
137.0,0.016764827,1.0817522,1.0818509,31.481898103738324,29.531204,34.566097,12.008468333333196,2.1636031,100.30957950939154
138.0,0.016785575,1.0816693,1.0818424,31.313610666046426,29.419336,34.423603,12.007768333333177,2.1635117,100.3053419967132
139.0,0.016769361,1.0816,1.0817729,31.333768996268685,29.333994,34.499367,12.092461666666592,2.1633728999999997,100.29890691181433
140.0,0.016789801,1.0815798,1.0817571,31.28270499340249,29.310236,34.431129,12.092574999999972,2.1633369,100.29723786962157
141.0,0.016782459,1.0815648,1.081763,31.290061430451168,29.298265,34.436222,12.092465000000084,2.1633278000000002,100.29681597284508
142.0,0.016776925,1.0815156,1.0816888,31.31720593430653,29.282177,34.491055,12.008034999999897,2.1632043999999997,100.29109486710644
143.0,0.016771501,1.0814736,1.0816289,31.354614450137227,29.292942,34.432041,12.092251666666805,2.1631025,100.28637055045522
144.0,0.016774734,1.0814391,1.0816085,31.37803492220112,29.315702,34.400608,12.092290000000018,2.1630476,100.28382526111122
145.0,0.016775409,1.081408,1.0815825,31.40029983444977,29.29397,34.478413,12.007990000000184,2.1629905,100.28117797474432
146.0,0.016776193,1.0813881,1.0815066,31.31577573649902,29.295578,34.473312,12.007926666666751,2.1628947,100.2767364680202
147.0,0.016788865,1.0813091,1.0814307,31.36813915704825,29.334364,34.540283,12.0924500000001,2.1627397999999998,100.26955495036292
148.0,0.016789906,1.0812289,1.0814302,31.342889835907265,29.30665,34.461052,12.008204999999968,2.1626591,100.2658135141141
149.0,0.016797816,1.081193,1.0813594,31.27953793012268,29.235006,34.448708,12.092758333333284,2.1625524,100.26086665850383
150.0,0.016789019,1.0811859,1.0813774,31.279557239488167,29.211088,34.468731,12.007873333333311,2.1625633,100.26137200738997
151.0,0.016793443,1.0811542,1.0813498,31.288676773371087,29.227932,34.425938,12.007994999999935,2.162504,100.25862272400019
152.0,0.016782204,1.0811549,1.0813512,31.32714172861089,29.289087,34.546471,12.092376666666675,2.1625061,100.25872008479475
153.0,0.016781328,1.0811211,1.0813377,31.371558473929262,29.336521,34.580002,12.092891666666644,2.1624588,100.25652714880258
154.0,0.016788386,1.0811361,1.0813165,31.33319169058719,29.30851,34.526115,12.008239999999931,2.1624526,100.25623970264715
155.0,0.016778868,1.0810566,1.0812385,31.410034931261777,29.328941,34.565117,12.008128333333298,2.1622950999999997,100.24893764305372
156.0,0.016799042,1.0809762,1.081139,31.35806695933455,29.311567,34.46978,12.008643333333264,2.1621152,100.24059706831811
157.0,0.016793363,1.0809518,1.0810821,31.312001082396968,29.286116,34.412479,12.00834999999982,2.1620339,100.23682781469941
158.0,0.016781876,1.0809381,1.081135,31.30494488579385,29.241417,34.431229,12.092501666666552,2.1620730999999997,100.23864521619821
159.0,0.016784979,1.0809116,1.0811622,31.27198707937953,29.259096,34.508247,12.008389999999782,2.1620738,100.23867766979642
160.0,0.016791482,1.0808882,1.0810387,31.27911833738317,29.203911,34.506088,12.008176666666502,2.1619269,100.2318670504042
161.0,0.016796354,1.0808085,1.0809923,31.24567986842109,29.211796,34.430511,12.008003333333669,2.1618008,100.22602076650114
162.0,0.016798658,1.0807831,1.0809865,31.279221714548783,29.241463,34.476875,12.008006666666672,2.1617696000000004,100.22457426326741
163.0,0.016793575,1.0807869,1.0809784,31.19048540764937,29.272484,34.374073,12.00786833333356,2.1617653,100.2243749054499
164.0,0.016793523,1.0808014,1.0810059,31.30090593032016,29.331467,34.451435,12.092393333333408,2.1618073,100.22632212134151
165.0,0.016791539,1.0808243,1.081012,31.300740389153127,29.400831,34.555008,12.092494999999568,2.1618363,100.22766662755235
166.0,0.01678478,1.0807856,1.0809635,31.322865566790345,29.358015,34.577732,12.008496666666664,2.1617490999999998,100.22362383646315
167.0,0.016798614,1.0807747,1.0809438,31.356000123959287,29.436367,34.57299,12.092604999999942,2.1617185,100.2222051505993
168.0,0.016785257,1.0807707,1.0809239,31.37736805909506,29.370993,34.51823,12.0928833333334,2.1616945999999997,100.22109709203242
169.0,0.016812306,1.080685,1.0808349,31.3603061661971,29.31119,34.532024,12.092938333333588,2.1615199,100.2129976011691
170.0,0.016788462,1.0806375,1.0808303,31.352515540166145,29.332088,34.522209,12.00830500000011,2.1614677999999996,100.21058212621787
171.0,0.016801992,1.0806116,1.0807828,31.34398483107496,29.298994,34.501553,12.092606666666688,2.1613944,100.20717913463592
172.0,0.016811077,1.0805341,1.0807041,31.356976310900485,29.31745,34.533978,12.00797833333345,2.1612381999999997,100.19993734601056
173.0,0.016810142,1.0804716,1.0806845,31.350806332096468,29.246258,34.574238,12.007964999999968,2.1611561000000004,100.1961310025654
174.0,0.016813116,1.0804329,1.0805943,31.38594710845592,29.340717,34.616611,12.0080833333331,2.1610272,100.19015490426952
175.0,0.016794963,1.0804557,1.0805851,31.43904335310734,29.382748,34.685169,12.00808166666684,2.1610408,100.19078543132014
176.0,0.016774211,1.0805048,1.080687,31.530354120930152,29.515686,34.929195,12.092293333333023,2.1611918,100.19778613607322
177.0,0.01671559,1.0806522,1.0808344,31.69069096964124,29.748373,34.91515,12.092558333333484,2.1614866,100.21145373714077
178.0,0.016694449,1.080635,1.0807801,31.77751924293783,29.822966,34.892895,12.007713333333474,2.1614151,100.20813883389678
179.0,0.016715674,1.080554,1.0807381,31.691912661597005,29.604389,34.76059,12.008178333333246,2.1612921,100.20243627307144
180.0,0.016759131,1.0803813,1.0805594,31.455250190650847,29.420202,34.638744,12.092531666666522,2.1609407000000003,100.18614456677855
181.0,0.016824225,1.08024,1.0803527,31.357147337963035,29.282145,34.594601,12.008060000000114,2.1605927,100.1700104922483
182.0,0.016797692,1.0802165,1.080411,31.39193501014761,29.299038,34.673935,12.008078333333348,2.1606275,100.17162389970132
183.0,0.016803037,1.080231,1.080351,31.470074953358186,29.473898,34.683826,12.092359999999948,2.160582,100.16951441581877
184.0,0.016748102,1.0803406,1.0805073,31.69289181522744,29.679964,34.915497,12.007936666666744,2.1608479000000003,100.18184214690382
185.0,0.016689658,1.0804272,1.0806159,31.83788607362539,29.902908,35.02467,12.092694999999852,2.1610430999999997,100.19089206457133
186.0,0.016664933,1.0804906,1.0806781,31.9441834611743,29.960619,35.047489,12.092776666667,2.1611687,100.19671516733284
187.0,0.016658423,1.0804789,1.0806744,31.983866133763847,29.95208,35.137726,12.007973333333211,2.1611532999999996,100.19600118817257
188.0,0.016670397,1.0804373,1.0806857,31.89410720519964,29.865696,35.019707,12.092885000000145,2.161123,100.19459641099367
189.0,0.016688358,1.0803787,1.0805174,31.812037481851178,29.754536,34.968929,12.09239833333316,2.1608961,100.1840768089508
190.0,0.016712319,1.0802641,1.0805125,31.59927909099262,29.485712,34.651314,12.008403333333264,2.1607766,100.17853651611644
191.0,0.016774589,1.0800254,1.0802116,31.359799036133737,29.278164,34.540535,12.008124999999806,2.160237,100.15351942813793
192.0,0.01683015,1.0799652,1.0801138,31.293649428176867,29.38056,34.534824,12.008240000000418,2.1600789999999996,100.14619418740291
193.0,0.016823279,1.0799398,1.0801117,31.330363804664675,29.366241,34.570366,12.008003333333182,2.1600515,100.14491922461677
194.0,0.016818905,1.0798751,1.0800747,31.3661754213432,29.387413,34.622574,12.007920000000256,2.1599497999999997,100.14020418042216
195.0,0.01682879,1.0798539,1.0800472,31.33918266231342,29.385399,34.543316,12.092579999999725,2.1599011,100.13794633723359
196.0,0.016821861,1.0798149,1.0799811,31.34905965732964,29.410452,34.548981,12.008388333333036,2.159796,100.13307366127633
197.0,0.016836086,1.0797633,1.0799477,31.33508402468001,29.395697,34.577374,12.092441666666613,2.1597109999999997,100.12913286721002
198.0,0.016836146,1.0797042,1.0798934,31.347569198706072,29.419722,34.593052,12.00821333333297,2.1595975999999997,100.12387538430274
199.0,0.016831944,1.0796478,1.0798717,31.37870487640453,29.407372,34.586937,12.00874500000015,2.1595195,100.12025448999009
200.0,0.016827989,1.0796437,1.0797877,31.40762648334917,29.427999,34.623299,12.00816333333302,2.1594314,100.11616997284607
201.0,0.016820924,1.0795447,1.0797056,31.368618173630445,29.381479,34.612038,12.00794833333348,2.1592503,100.10777376337072
202.0,0.016796764,1.0795578,1.0797601,31.51310703782276,29.477144,34.690956,12.093141666666876,2.1593178999999996,100.11090785371049
203.0,0.016779058,1.079595,1.0797803,31.587309316129,29.574266,34.777916,12.092451666667086,2.1593752999999998,100.11356904876232
204.0,0.016721513,1.0797367,1.079983,31.77221461007463,29.698338,34.992477,12.008365000000534,2.1597197,100.1295362190733
205.0,0.016675541,1.0798299,1.080018,31.8711575096775,29.908165,35.03466,12.008178333333731,2.1598479,100.13547986377091
206.0,0.016677462,1.0797629,1.0799707,31.85650519469833,29.79018,34.903133,12.007890000000286,2.1597336,100.13018065480883
207.0,0.016733656,1.0795904,1.0797813,31.616264180465127,29.598955,34.676758,12.00800000000066,2.1593717000000003,100.11340214454304
208.0,0.016796445,1.0794085,1.0795768,31.42175701228736,29.357759,34.554531,12.092495000000538,2.1589853,100.0954877583405
209.0,0.016813664,1.0793707,1.0795264,31.394436165289267,29.265942,34.721596,12.008201666666231,2.1588971,100.09139860496816
210.0,0.01680924,1.0793353,1.0794712,31.56989418732785,29.604008,34.82058,12.008028333333398,2.1588065,100.08719818211634
211.0,0.016720999,1.0795172,1.0797629,31.81185318563431,29.823502,34.954014,12.00805999999963,2.1592801,100.10915535940808
212.0,0.016639888,1.079735,1.0798905,32.068748560073985,30.153601,35.234943,12.09265000000014,2.1596254999999998,100.12516889200216
213.0,0.016607275,1.0798161,1.079999,32.269262122429915,30.22794,35.440529,12.008041666666395,2.1598151,100.13395918088418
214.0,0.016572844,1.0798439,1.0800391,32.32712377954979,30.331896,35.406635,12.008348333333076,2.1598829999999998,100.13710717990887
215.0,0.016566623,1.0798305,1.079999,32.302089035812585,30.250458,35.423389,12.007966666666713,2.1598295,100.13462679776126
216.0,0.016574938,1.0797561,1.0800134,32.2878549826484,30.199842,35.318905,12.092501666666552,2.1597695,100.1318450607733
217.0,0.016605163,1.0796797,1.0798407,32.06406979332719,30.1113,35.078365,12.008228333333197,2.1595204,100.1202962160449
218.0,0.016648134,1.0794258,1.0796322,31.769592443119333,29.655632,34.809837,12.007901666666536,2.159058,100.09885829632425
219.0,0.016772367,1.0790795,1.0792447,31.41879867528736,29.216927,34.619362,12.0082466666674,2.1583242,100.06483765296134
220.0,0.016818609,1.0789282,1.0791402,31.37337468105067,29.329487,34.618217,12.00859333333307,2.1580684000000003,100.05297818093597
221.0,0.016816825,1.078884,1.0790744,31.317528320772084,29.351482,34.636013,12.093103333333662,2.1579584,100.04787832979135
222.0,0.016822495,1.0788159,1.0790163,31.347400086317737,29.239124,34.681297,12.00805500000036,2.1578321999999996,100.04202740965995
223.0,0.016821656,1.0787808,1.0789847,31.33346285753683,29.252956,34.621498,12.092841666666208,2.1577655,100.038935045375
